2020-04-23 15:21:17 INFO  NetworkConfig:422 - writing properties to file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:45:16 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:45:16 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:45:16 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:45:16 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:45:16 INFO  CoapServer:207 - Starting server
2020-04-27 15:45:16 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:45:16 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8043, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:45:16 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8043
2020-04-27 15:46:43 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:46:43 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:46:43 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:46:43 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:46:43 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:46:43 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 15:46:43 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:46:43 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:57370, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:46:43 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:57370
2020-04-27 15:46:43 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:57370 for coap
2020-04-27 15:46:58 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:46:58 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:46:58 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:46:58 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:46:58 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:46:58 INFO  CoapServer:207 - Starting server
2020-04-27 15:46:58 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:46:58 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8043, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:46:58 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8043
2020-04-27 15:48:56 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:48:57 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:48:57 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:48:57 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:48:57 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:48:57 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 15:48:57 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:48:57 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:65214, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:48:57 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:65214
2020-04-27 15:48:57 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:65214 for coap
2020-04-27 15:49:08 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:49:08 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:49:08 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:49:08 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:49:08 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:49:08 INFO  CoapServer:207 - Starting server
2020-04-27 15:49:08 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:49:08 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8043, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:49:08 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8043
2020-04-27 15:52:55 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:52:56 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:52:56 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:52:56 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:52:56 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:52:56 INFO  CoapServer:207 - Starting server
2020-04-27 15:52:56 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:52:56 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8043, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:52:56 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8043
2020-04-27 15:53:01 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:53:01 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:53:01 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:53:01 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:53:01 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:53:01 INFO  CoapServer:207 - Starting server
2020-04-27 15:53:01 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:53:01 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8048, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:53:01 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8048
2020-04-27 15:53:09 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:53:10 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:53:10 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:53:10 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:53:10 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:53:10 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 15:53:10 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:53:10 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:63628, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:53:10 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:63628
2020-04-27 15:53:10 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:63628 for coap
2020-04-27 15:53:29 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:53:30 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:53:30 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:53:30 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:53:30 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:53:30 INFO  CoapServer:207 - Starting server
2020-04-27 15:53:30 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:53:30 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8043, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:53:30 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8043
2020-04-27 15:57:09 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:57:10 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:57:10 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:57:10 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:57:10 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:57:10 INFO  CoapServer:207 - Starting server
2020-04-27 15:57:10 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:57:10 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8048, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:57:10 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8048
2020-04-27 15:57:16 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:57:17 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:57:17 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:57:17 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:57:17 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:57:17 INFO  CoapServer:207 - Starting server
2020-04-27 15:57:17 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:57:17 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8043, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:57:17 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8043
2020-04-27 15:58:28 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 15:58:29 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 15:58:29 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 15:58:29 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 15:58:29 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 15:58:29 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 15:58:29 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 15:58:29 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:56468, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 15:58:29 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:56468
2020-04-27 15:58:29 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:56468 for coap
2020-04-27 16:01:41 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:01:42 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:01:42 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:01:42 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:01:42 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:01:42 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:01:42 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:01:42 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:54574, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:01:42 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:54574
2020-04-27 16:01:42 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:54574 for coap
2020-04-27 16:04:03 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:04:03 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:04:03 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:04:03 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:04:03 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:04:03 INFO  CoapServer:207 - Starting server
2020-04-27 16:04:03 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:04:03 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8048, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:04:03 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8048
2020-04-27 16:04:11 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:04:11 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:04:11 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:04:11 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:04:11 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:04:11 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:04:11 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:04:11 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:64462, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:04:11 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:64462
2020-04-27 16:04:11 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:64462 for coap
2020-04-27 16:05:26 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:05:27 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:05:27 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:05:27 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:05:27 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:05:27 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:05:27 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:05:27 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:51478, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:05:27 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:51478
2020-04-27 16:05:27 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:51478 for coap
2020-04-27 16:06:00 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:06:00 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:06:00 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:06:00 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:06:00 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:06:00 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:06:00 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:06:00 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:59226, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:06:00 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:59226
2020-04-27 16:06:00 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:59226 for coap
2020-04-27 16:08:06 WARN  Message:257 - update your code to supply an RFC 7252 compliant URI including a scheme
2020-04-27 16:08:06 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:08:07 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:08:07 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:08:07 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:08:07 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:08:07 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:08:07 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:08:07 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:50644, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:08:07 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:50644
2020-04-27 16:08:07 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:50644 for coap
2020-04-27 16:08:07 INFO  ServerMessageDeliverer:111 - did not find resource [ctxExternalResource, resource] requested by /127.0.0.1:50644
2020-04-27 16:08:07 WARN  Message:257 - update your code to supply an RFC 7252 compliant URI including a scheme
2020-04-27 16:08:07 INFO  ServerMessageDeliverer:111 - did not find resource [ctxExternalResource, resource] requested by /127.0.0.1:50644
2020-04-27 16:08:54 WARN  Message:257 - update your code to supply an RFC 7252 compliant URI including a scheme
2020-04-27 16:08:54 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:08:55 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:08:55 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:08:55 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:08:55 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:08:55 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:08:55 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:08:55 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:61394, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:08:55 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:61394
2020-04-27 16:08:55 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:61394 for coap
2020-04-27 16:08:55 INFO  ServerMessageDeliverer:111 - did not find resource [ctxExternalResource, resource] requested by /127.0.0.1:61394
2020-04-27 16:08:55 WARN  Message:257 - update your code to supply an RFC 7252 compliant URI including a scheme
2020-04-27 16:08:55 INFO  ServerMessageDeliverer:111 - did not find resource [ctxExternalResource, resource] requested by /127.0.0.1:61394
2020-04-27 16:09:45 WARN  Message:257 - update your code to supply an RFC 7252 compliant URI including a scheme
2020-04-27 16:09:45 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:09:46 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:09:46 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:09:46 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-27 16:09:46 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-27 16:09:46 INFO  CoapEndpoint:452 - Endpoint [coap://0.0.0.0:0] requires an executor to start, using default single-threaded daemon executor
2020-04-27 16:09:46 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-27 16:09:46 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:52452, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-27 16:09:46 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:52452
2020-04-27 16:09:46 INFO  EndpointManager:140 - created implicit endpoint coap://0.0.0.0:52452 for coap
2020-04-27 16:09:46 INFO  ServerMessageDeliverer:111 - did not find resource [ctxExternalResource, resource] requested by /127.0.0.1:52452
2020-04-27 16:09:54 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-27 16:09:54 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-27 16:09:54 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-27 16:09:54 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
